"airport","lag","date","obs","pop_hclr","pop_hclr_noscale","pop_idr","y","hypo","eval"
"Brussels",1,2012-03-12,0,0.21394699581407,0.255258133695845,0.02564,0,"HCLR/IDR",0.481993215656433
"Frankfurt",1,2012-03-12,0,0.464681842184266,0.441114723262954,0.25594,0,"HCLR/IDR",0.346353266354169
"Zurich",1,2012-03-12,0.1,0.526430280668523,0.496931208505802,0.38776,1,"HCLR/IDR",1.05947087147369
"Brussels",1,2012-03-13,0,0.216010244046747,0.258514235473789,0.02564,0,"HCLR/IDR",0.455901374206025
"Frankfurt",1,2012-03-13,0,0.312462927450849,0.321152595421502,0.14286,0,"HCLR/IDR",0.32733876521676
"Zurich",1,2012-03-13,0,0.136487198880062,0.18833045682381,0.07692,0,"HCLR/IDR",1.04180884124802
"Brussels",1,2012-03-14,0,0.309502376387066,0.332478560237028,0.14444,0,"HCLR/IDR",0.431564582654646
"Frankfurt",1,2012-03-14,0,0.286303796134124,0.30734370271161,0.11513,0,"HCLR/IDR",0.309813116629762
"Zurich",1,2012-03-14,0,0.101666393861159,0.158677736124727,0.0707100000000001,0,"HCLR/IDR",1.03298573218186
"Brussels",1,2012-03-15,0,0.0932189184539868,0.163141747804091,0.0232599999999999,0,"HCLR/IDR",0.423549861783887
"Frankfurt",1,2012-03-15,0,0.112058407364915,0.164077322629916,0.0303,0,"HCLR/IDR",0.302995378725735
"Zurich",1,2012-03-15,0,0.0894527146660201,0.147542463008763,0.0707100000000001,0,"HCLR/IDR",1.0277241373151
"Brussels",1,2012-03-16,0,0.0818421972732546,0.148631705806065,0.00926000000000005,0,"HCLR/IDR",0.415497524047643
"Frankfurt",1,2012-03-16,0,0.0755005677507689,0.12729161255177,0.00636000000000003,0,"HCLR/IDR",0.297534547214026
"Zurich",1,2012-03-16,0,0.0985148714343399,0.156027060633752,0.0707100000000001,0,"HCLR/IDR",1.01991986439754
"Brussels",1,2012-03-17,0,0.14897137280212,0.209451232448689,0.02564,0,"HCLR/IDR",0.401461093866926
"Frankfurt",1,2012-03-17,0,0.0774710266168773,0.130212391479823,0.00629000000000002,0,"HCLR/IDR",0.292008405950108
"Zurich",1,2012-03-17,0,0.10725149400798,0.162702363966921,0.0707100000000001,0,"HCLR/IDR",1.00969247472083
"Brussels",1,2012-03-18,0.3,0.93543020317517,0.958596936749717,0.95455,1,"HCLR/IDR",0.399430423245373
"Frankfurt",1,2012-03-18,0,0.586963097292259,0.558615213092377,0.53385,0,"HCLR/IDR",0.283188056814094
"Zurich",1,2012-03-18,0,0.229654979743181,0.247480572309156,0.15789,0,"HCLR/IDR",0.987223457264568
"Brussels",1,2012-03-19,0.6,0.59376151604254,0.574777592450436,0.45161,1,"HCLR/IDR",0.426588060193811
"Frankfurt",1,2012-03-19,8,0.977386457010787,0.956308784715353,0.95735,1,"HCLR/IDR",0.284654428449818
"Zurich",1,2012-03-19,5,0.981392240854354,0.982393104986706,0.96552,1,"HCLR/IDR",0.991247636722163
"Brussels",1,2012-03-20,0,0.195777000806423,0.23420782635568,0.03026,0,"HCLR/IDR",0.406686975352919
"Frankfurt",1,2012-03-20,0,0.125707632930798,0.165780562210193,0.0303,0,"HCLR/IDR",0.277290459458767
"Zurich",1,2012-03-20,5.5,0.969168376115069,0.977999060437817,1,1,"HCLR/IDR",0.983487565343061
"Brussels",1,2012-03-21,0,0.112698832881117,0.154076094342844,0.00926000000000005,0,"HCLR/IDR",0.395487213916647
"Frankfurt",1,2012-03-21,0,0.0725203855875175,0.125247416169199,0.00629000000000002,0,"HCLR/IDR",0.272510854699319
"Zurich",1,2012-03-21,0,0.118610260478762,0.156302962204932,0.10367,0,"HCLR/IDR",0.979354866561248
"Brussels",1,2012-03-22,0,0.0800786890621294,0.148105604268106,0.00926000000000005,0,"HCLR/IDR",0.388157844271154
"Frankfurt",1,2012-03-22,0,0.0752784221557086,0.128539133570371,0.00636000000000003,0,"HCLR/IDR",0.267615787381696
"Zurich",1,2012-03-22,0,0.098654044429932,0.156254750763687,0.0707100000000001,0,"HCLR/IDR",0.971880104629312
"Brussels",1,2012-03-23,0,0.0769153109570582,0.145224288032176,2.99999999999745e-05,0,"HCLR/IDR",0.380398409054036
"Frankfurt",1,2012-03-23,0,0.0778375679817995,0.131787059428236,0.00626000000000004,0,"HCLR/IDR",0.262616762667755
"Zurich",1,2012-03-23,0,0.0969974374719126,0.156248518894697,0.04,0,"HCLR/IDR",0.957013062412624
"Brussels",1,2012-03-24,0,0.0728593968012154,0.140879842516115,0.00463999999999998,0,"HCLR/IDR",0.373649243418761
"Frankfurt",1,2012-03-24,0,0.0850241525491265,0.134043644185985,0.00626000000000004,0,"HCLR/IDR",0.257198253992316
"Zurich",1,2012-03-24,0,0.0948650749721399,0.14933281332405,0.04,0,"HCLR/IDR",0.942937246042985
"Brussels",1,2012-03-25,0,0.0778407515799565,0.145826872338935,0.00926000000000005,0,"HCLR/IDR",0.366951257112868
"Frankfurt",1,2012-03-25,0,0.0887085150902948,0.137975048326724,0.00636000000000003,0,"HCLR/IDR",0.251639026674204
"Zurich",1,2012-03-25,0,0.416465008733193,0.40481478058644,0.21333,0,"HCLR/IDR",0.873041293637825
"Brussels",1,2012-03-26,0,0.111917110844793,0.157770974738523,4.000000000004e-05,0,"HCLR/IDR",0.356079298985629
"Frankfurt",1,2012-03-26,0,0.0739794505879388,0.126848068864663,0.00626000000000004,0,"HCLR/IDR",0.247200750078177
"Zurich",1,2012-03-26,0,0.149946640296582,0.17575042665001,0.07292,0,"HCLR/IDR",0.85412109349586
"Brussels",1,2012-03-27,0,0.0720980510884233,0.139045702962907,0.00926000000000005,0,"HCLR/IDR",0.350248265948464
"Frankfurt",1,2012-03-27,0,0.0715136084442859,0.124186835628857,0.00629000000000002,0,"HCLR/IDR",0.243006765269689
"Zurich",1,2012-03-27,0,0.0876111294024066,0.146138498971247,0.04,0,"HCLR/IDR",0.843261792165261
"Brussels",1,2012-03-28,0,0.0725562098765866,0.138735175397628,0.00926000000000005,0,"HCLR/IDR",0.344469521527691
"Frankfurt",1,2012-03-28,0,0.0716573651715234,0.12369195837073,0.00629000000000002,0,"HCLR/IDR",0.238874539211803
"Zurich",1,2012-03-28,0,0.0879981441694959,0.145874739267482,0.04,0,"HCLR/IDR",0.832451172254038
"Brussels",1,2012-03-29,0,0.080400146677933,0.148331167358043,0.00926000000000005,0,"HCLR/IDR",0.338055581033035
"Frankfurt",1,2012-03-29,0,0.0757613614709529,0.128950315099712,0.00636000000000003,0,"HCLR/IDR",0.234552519583188
"Zurich",1,2012-03-29,0,0.104129377593408,0.158686581707553,0.0707100000000001,0,"HCLR/IDR",0.824829925194437
"Brussels",1,2012-03-30,0,0.112764045042135,0.174523326614819,0.0232599999999999,0,"HCLR/IDR",0.329939236540756
"Frankfurt",1,2012-03-30,0,0.206533140791032,0.240855358632043,0.04938,0,"HCLR/IDR",0.223985194642254
"Zurich",1,2012-03-30,0,0.218704319920426,0.235949592581137,0.15152,0,"HCLR/IDR",0.80782892369112
"Brussels",1,2012-03-31,0,0.419971315940755,0.412631903095225,0.14634,0,"HCLR/IDR",0.29845342358884
"Frankfurt",1,2012-03-31,0,0.432493136002135,0.415130673016475,0.26316,0,"HCLR/IDR",0.209446073004559
"Zurich",1,2012-03-31,0,0.485840891982763,0.461789856307187,0.25,0,"HCLR/IDR",0.732474843368269
"Brussels",1,2012-04-01,0,0.599943976980677,0.546775746280351,0.39247,0,"HCLR/IDR",0.267725864193999
"Frankfurt",1,2012-04-01,0,0.660196964925471,0.601742780474976,0.47917,0,"HCLR/IDR",0.187418457652628
"Zurich",1,2012-04-01,0,0.409361902205487,0.403500361335145,0.3,0,"HCLR/IDR",0.701441805398405
"Brussels",1,2012-04-02,0,0.0793072872669394,0.146438543966254,0.00926000000000005,0,"HCLR/IDR",0.26282025846876
"Frankfurt",1,2012-04-02,0,0.0771803993367978,0.129576442707669,0.00636000000000003,0,"HCLR/IDR",0.183955548752943
"Zurich",1,2012-04-02,0,0.101223594876084,0.160125277647935,0.0707100000000001,0,"HCLR/IDR",0.695587666014003
"Brussels",1,2012-04-03,0,0.0800521819328569,0.147998133293415,2.99999999999745e-05,0,"HCLR/IDR",0.257343083784272
"Frankfurt",1,2012-04-03,0,0.0929796855912404,0.142913227090518,0.00631999999999999,0,"HCLR/IDR",0.179761954976785
"Zurich",1,2012-04-03,0,0.644191540510738,0.623487393544667,0.5625,0,"HCLR/IDR",0.659773332183796
"Brussels",1,2012-04-04,0,0.947972131230889,0.966523202404434,0.98182,0,"HCLR/IDR",0.319376834995368
"Frankfurt",1,2012-04-04,7,0.995631530848235,0.993509382049575,0.98551,1,"HCLR/IDR",0.180221151390647
"Zurich",1,2012-04-04,17.8,0.917283750374152,0.918767792791208,0.92157,1,"HCLR/IDR",0.659004387617747
"Brussels",1,2012-04-05,0,0.853466469173657,0.845412407739213,0.8,0,"HCLR/IDR",0.294738596291106
"Frankfurt",1,2012-04-05,0,0.46520150424798,0.43466688954672,0.19608,0,"HCLR/IDR",0.162106294714857
"Zurich",1,2012-04-05,2,0.926701472591858,0.946328557294283,0.92157,1,"HCLR/IDR",0.659919205328002
"Brussels",1,2012-04-06,0,0.389387779708767,0.375833314241025,0.14444,0,"HCLR/IDR",0.270118171842727
"Frankfurt",1,2012-04-06,0,0.250149247463714,0.248234068085066,0.04938,0,"HCLR/IDR",0.15253660386587
"Zurich",1,2012-04-06,7.2,0.958546242027152,0.981423460583884,1,1,"HCLR/IDR",0.652935420510395
"Brussels",1,2012-04-07,0.7,0.584344525318859,0.541803839293897,0.41331,1,"HCLR/IDR",0.293272245787489
"Frankfurt",1,2012-04-07,2,0.602420801793028,0.552893165344031,0.43478,1,"HCLR/IDR",0.164863705103477
"Zurich",1,2012-04-07,0.1,0.690821191534637,0.648835908918822,0.56962,1,"HCLR/IDR",0.684327821636495
"Brussels",1,2012-04-08,0.4,0.914842169885984,0.85528538330183,0.79167,1,"HCLR/IDR",0.303856107865482
"Frankfurt",1,2012-04-08,0.2,0.768240191287879,0.705646452428917,0.71554,1,"HCLR/IDR",0.167791480001132
"Zurich",1,2012-04-08,NA,NA,NA,NA,NA,"HCLR/IDR",0.684327821636495
"Brussels",1,2012-04-09,3,0.93386695966527,0.918566657591169,0.95455,1,"HCLR/IDR",0.302192103498552
"Frankfurt",1,2012-04-09,0.4,0.419416619581891,0.395376137849971,0.14774,1,"HCLR/IDR",0.207978811425524
"Zurich",1,2012-04-09,NA,NA,NA,NA,NA,"HCLR/IDR",0.684327821636495
"Brussels",1,2012-04-10,7,0.998054623454388,0.996233339500326,0.99359,1,"HCLR/IDR",0.302530812005362
"Frankfurt",1,2012-04-10,7,0.973434963543059,0.949920104134362,0.9292,1,"HCLR/IDR",0.210396494091253
"Zurich",1,2012-04-10,NA,NA,NA,NA,NA,"HCLR/IDR",0.684327821636495
"Brussels",1,2012-04-11,10,0.996287215209057,0.994185299767025,0.99359,1,"HCLR/IDR",0.302735847447024
"Frankfurt",1,2012-04-11,8,0.988960886078762,0.995157893331661,1,1,"HCLR/IDR",0.209812623668471
"Zurich",1,2012-04-11,NA,NA,NA,NA,NA,"HCLR/IDR",0.684327821636495
"Brussels",1,2012-04-12,1.1,0.932775378707864,0.910020334532591,0.84028,1,"HCLR/IDR",0.310632291967123
"Frankfurt",1,2012-04-12,0.2,0.806060528730398,0.763174819490154,0.79817,1,"HCLR/IDR",0.210328613267661
"Zurich",1,2012-04-12,NA,NA,NA,NA,NA,"HCLR/IDR",0.684327821636495
"Brussels",1,2012-04-13,2,0.968647094934259,0.975876207664262,0.98182,1,"HCLR/IDR",0.309583330489366
"Frankfurt",1,2012-04-13,0.7,0.932512763498739,0.961726019044236,0.83333,1,"HCLR/IDR",0.216235416958782
"Zurich",1,2012-04-13,2.5,0.929118107778011,0.938516490838546,0.96552,1,"HCLR/IDR",0.677753788446343
"Brussels",1,2012-04-14,0,0.302143256225228,0.314034049774352,0.13636,0,"HCLR/IDR",0.293149183954578
"Frankfurt",1,2012-04-14,0,0.605520212101212,0.556658825599149,0.46429,0,"HCLR/IDR",0.199819963790957
"Zurich",1,2012-04-14,0.1,0.357418419710358,0.346112954746169,0.18536,1,"HCLR/IDR",0.785176303378877
"Brussels",1,2012-04-15,0,0.746265577525546,0.702000406854872,0.68829,0,"HCLR/IDR",0.27812074564535
"Frankfurt",1,2012-04-15,0,0.221048500930378,0.244024329123152,0.09459,0,"HCLR/IDR",0.192318921677692
"Zurich",1,2012-04-15,0.5,0.75805399570355,0.738126292942383,0.69697,1,"HCLR/IDR",0.801657717459932
"Brussels",1,2012-04-16,0,0.541669043472799,0.505091072335336,0.30416,0,"HCLR/IDR",0.249504451025129
"Frankfurt",1,2012-04-16,0.3,0.535950453559594,0.499209377458158,0.31579,1,"HCLR/IDR",0.21717451051799
"Zurich",1,2012-04-16,13,0.985488867058385,0.981543679230292,1,1,"HCLR/IDR",0.798728221882108
"Brussels",1,2012-04-17,0,0.417247655676469,0.395439227720968,0.14539,0,"HCLR/IDR",0.225909254099173
"Frankfurt",1,2012-04-17,0,0.220449410033572,0.230860195401973,0.09459,0,"HCLR/IDR",0.209063503076365
"Zurich",1,2012-04-17,4,0.899267130234625,0.85316804793765,0.85294,1,"HCLR/IDR",0.809287129478908
"Brussels",1,2012-04-18,2.2,0.960459885713399,0.923406762086248,0.95455,1,"HCLR/IDR",0.226257841822736
"Frankfurt",1,2012-04-18,0.7,0.687280229604285,0.634071979899695,0.53385,1,"HCLR/IDR",0.222197508156756
"Zurich",1,2012-04-18,1,0.679682165730409,0.62796458901457,0.56606,1,"HCLR/IDR",0.846194026780255
"Brussels",1,2012-04-19,4.9,0.986946968376439,0.98756185205622,0.99359,1,"HCLR/IDR",0.225878389678619
"Frankfurt",1,2012-04-19,0.1,0.828346985282066,0.772510485181969,0.79817,1,"HCLR/IDR",0.224258738071363
"Zurich",1,2012-04-19,0,0.549650529856831,0.519417899633511,0.38776,0,"HCLR/IDR",0.781733196324875
"Frankfurt",1,2012-04-20,0.1,0.689306194504903,0.628207479909926,0.63291,1,"HCLR/IDR",0.229041367214864
"Zurich",1,2012-04-20,0.2,0.772317771116851,0.748159170155369,0.84444,1,"HCLR/IDR",0.764296960199055
"Brussels",1,2012-04-20,NA,NA,NA,NA,NA,"HCLR/IDR",0.225878389678619
"Frankfurt",1,2012-04-21,1,0.814967303104763,0.782396610826916,0.81575,1,"HCLR/IDR",0.228986400616221
"Zurich",1,2012-04-21,2.2,0.9016987973793,0.889763242916785,0.85294,1,"HCLR/IDR",0.774916296975268
"Brussels",1,2012-04-21,NA,NA,NA,NA,NA,"HCLR/IDR",0.225878389678619
"Frankfurt",1,2012-04-22,3,0.983953147767726,0.98949960164871,0.98551,1,"HCLR/IDR",0.228895894228893
"Zurich",1,2012-04-22,4,0.971516790330188,0.968125439422887,0.96552,1,"HCLR/IDR",0.776115812281225
"Brussels",1,2012-04-22,NA,NA,NA,NA,NA,"HCLR/IDR",0.225878389678619
"Frankfurt",1,2012-04-23,2.1,0.8638217716088,0.868638962922839,0.83333,1,"HCLR/IDR",0.230952116143096
"Zurich",1,2012-04-23,2.9,0.978297093401086,0.981543466379848,1,1,"HCLR/IDR",0.771858623348363
"Brussels",1,2012-04-23,NA,NA,NA,NA,NA,"HCLR/IDR",0.225878389678619
